@relation xalan-2.7

@attribute rfc numeric
@attribute loc numeric
@attribute wmc numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom numeric
@attribute moa numeric
@attribute bug {yes,no}

@data
15,2120,4,1,3,6,0,yes
3,465,2,0,2,1,0,yes
74,580,33,2,31,274,0,yes
15,1166,4,1,3,6,0,yes
3,1243,2,0,2,1,0,yes
56,901,7,13,6,9,0,yes
25,253,6,11,4,3,2,yes
65,611,10,5,7,0,1,yes
38,221,4,25,3,0,1,yes
125,1275,87,17,77,3307,3,yes
151,3138,29,40,10,274,7,yes
3,1360,2,0,2,1,0,yes
3,1243,2,0,2,1,0,yes
43,420,9,9,8,0,1,yes
15,2120,4,1,3,6,0,yes
45,241,8,29,8,0,1,yes
104,1314,15,53,9,23,8,yes
15,2120,4,1,3,6,0,yes
131,1057,60,24,44,1584,11,yes
15,2120,4,1,3,6,0,yes
16,134,2,6,1,0,1,yes
3,1243,2,0,2,1,0,yes
2,40,1,0,1,0,0,yes
101,1191,20,46,13,50,1,yes
32,228,9,16,7,28,2,yes
3,1243,2,0,2,1,0,yes
15,2120,4,1,3,6,0,yes
66,552,8,15,6,28,0,yes
138,2310,93,13,68,4050,14,yes
15,1166,4,1,3,6,0,yes
15,4270,4,1,3,6,0,yes
15,1166,4,1,3,6,0,yes
15,4270,4,1,3,6,0,yes
15,4270,4,1,3,6,0,yes
42,477,22,9,21,0,2,yes
41,333,14,10,10,7,1,yes
34,170,3,9,1,3,0,yes
15,2120,4,1,3,6,0,yes
15,1166,4,1,3,6,0,yes
15,2120,4,1,3,6,0,yes
32,161,3,18,3,0,1,yes
15,2120,4,1,3,6,0,yes
15,1166,4,1,3,6,0,yes
21,116,10,5,10,45,0,yes
125,1198,57,46,10,1198,7,yes
79,805,14,29,7,79,0,yes
428,3670,138,67,130,8413,17,yes
18,106,10,0,10,17,0,yes
66,681,21,7,0,172,1,yes
44,1651,29,1,21,0,1,yes
3,374,2,0,2,1,0,yes
94,388,93,3,87,4278,0,yes
93,946,18,44,11,89,1,yes
3,374,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
15,788,9,1,9,0,0,yes
50,287,8,9,4,22,0,yes
3,426,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
168,1749,39,23,22,427,7,yes
37,263,6,27,6,0,2,yes
69,399,42,4,40,759,0,yes
63,498,8,27,7,0,2,yes
3,374,2,0,2,1,0,yes
33,489,18,2,14,29,0,yes
151,1407,62,8,55,1523,3,yes
154,1835,32,16,23,278,0,yes
41,276,7,24,6,0,1,yes
199,2627,72,19,66,2540,0,yes
3,374,2,0,2,1,0,yes
208,3324,77,24,59,2634,9,yes
3,374,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
3,374,2,0,2,1,0,yes
98,807,38,15,33,527,2,yes
72,404,20,24,19,120,3,yes
147,1264,45,10,43,580,2,yes
37,344,12,1,5,0,0,yes
54,453,29,16,29,360,1,yes
56,586,6,36,5,0,4,yes
45,534,4,32,3,0,4,yes
44,447,13,4,2,60,1,yes
48,494,25,9,24,214,1,yes
83,694,17,10,13,66,1,yes
0,218,0,1,0,0,0,yes
118,1035,73,9,52,2162,4,yes
124,2858,40,14,27,578,4,yes
205,2600,63,54,48,1711,7,yes
196,3344,79,20,48,1751,4,yes
5,22,3,2,0,3,0,no
5,18,3,2,0,3,0,no
5,24,3,2,0,3,0,no
26,365,12,0,0,0,2,no
3,38,2,0,0,1,1,no
4,6,3,1,0,3,0,no
2,6,1,0,1,0,0,no
5,24,3,2,0,3,0,no
9,67,3,1,2,0,1,no
5,24,3,2,0,3,0,no
5,24,3,2,0,3,0,no
